# Onda Corporation
# Hydrophone Preamplifier Calibration Data
#
FILE_NAME,AG-A2010-20-060-1132_1-20c_151117.txt
#
AMP_CAL_DATE,17-Nov-2015
AMP_MFG,ONDA
AMP_MODEL,AG-A2010
AMP_SN,1132
AMP_GAIN_NOM_DB,20
AMP_BW_NOM_MHZ,060
AMP_OUTPUT_IMP_NOM_OHMS,50
AMP_INPUT_CAP_NOM_PF,6.2
AMP_INPUT_CAP_DATA_TYPE,CALIBRATED
AMP_GAIN_UNCERT_DB,0.03
AMP_CAP_UNCERT_PCT,2.5
#
# Calibration Data
# Freq(MHz) Gain(dB) Phase(deg) Cap(pF)
#
DATA_FIELDS,4
DATA_FIELD,FREQ_MHZ
DATA_FIELD,GAIN_DB
DATA_FIELD,PHASE_DEG
DATA_FIELD,CAP_PF
#
# End of file header
HEADER_END,0
014.900,18.76,-50.49,6.26
014.950,18.75,-50.63,6.26
015.000,18.75,-50.78,6.27
015.050,18.74,-50.93,6.27
015.100,18.73,-51.07,6.27
015.150,18.73,-51.22,6.27
015.200,18.72,-51.37,6.27
015.250,18.72,-51.51,6.27
015.300,18.71,-51.66,6.27
015.350,18.70,-51.81,6.27
015.400,18.70,-51.95,6.27
015.450,18.69,-52.10,6.27
015.500,18.69,-52.25,6.27
015.550,18.68,-52.39,6.27
015.600,18.67,-52.54,6.27
015.650,18.67,-52.68,6.27
015.700,18.66,-52.83,6.27
015.750,18.66,-52.98,6.27
015.800,18.65,-53.12,6.27
015.850,18.64,-53.27,6.27
015.900,18.64,-53.42,6.27
015.950,18.63,-53.56,6.27
016.000,18.63,-53.71,6.27
016.050,18.62,-53.85,6.27
016.100,18.61,-53.99,6.27
016.150,18.61,-54.13,6.27
016.200,18.60,-54.27,6.27
016.250,18.59,-54.41,6.28
016.300,18.58,-54.54,6.28
016.350,18.58,-54.68,6.28
016.400,18.57,-54.82,6.28
016.450,18.56,-54.96,6.28
016.500,18.56,-55.10,6.28
016.550,18.55,-55.24,6.28
016.600,18.54,-55.38,6.28
016.650,18.54,-55.52,6.28
016.700,18.53,-55.66,6.28
016.750,18.52,-55.80,6.28
